The "SUID","Annotation","Author","Complex Expansion","Complex Expansion ID","Confidence-Score-intact-miscore","Creation Date","Detection Method","Detection Method ID","Host Organism Taxonomy","Host Organism Taxonomy ID","interaction","Interaction Type","name","Negative","Primary Interaction Type","Publication DB","Publication ID","selected","shared interaction","shared name","Source Biological Role","Source Biological Role ID","Source Database","Source Experimental Role","Source Experimental Role ID","Source Participant Detection Method","Source Participant Detection Method ID","Target Biological Role","Target Biological Role ID","Target Experimental Role","Target Experimental Role ID","Target Participant Detection Method","Target Participant Detection Method ID","Update Date","Xref","Xref ID"
"23291","figure legend:4A|full coverage:Only protein-protein interactions|curation depth:imex curation","Hauge et al. (2009)",,,"0.54","2013/04/30","anti bait coimmunoprecipitation","MI:0006","human-293t|Homo sapiens 293 cells transformed with SV40 large T antigen","9606|9606","EBI-6661790","physical association","Q1W6H9 (EBI-6661790) P31750","false","physical association","imex|pubmed","IM-20532|19698782","false","EBI-6661790","Q1W6H9 (EBI-6661790) P31750","unspecified role","MI:0499","psi-mi","prey","MI:0498","anti tag western blot","MI:0705","unspecified role","MI:0499","bait","MI:0496","anti tag western blot","MI:0705","2014/10/16",,
"23293","figure legend:4B|full coverage:Only protein-protein interactions|curation depth:imex curation","Hauge et al. (2009)",,,"0.4","2013/04/30","anti bait coimmunoprecipitation","MI:0006","human-hep_g2|Homo sapiens hepatocellular carcinoma","9606|9606","EBI-6661833","physical association","Q1W6H9 (EBI-6661833) P31749","false","physical association","imex|pubmed","IM-20532|19698782","false","EBI-6661833","Q1W6H9 (EBI-6661833) P31749","unspecified role","MI:0499","psi-mi","prey","MI:0498","western blot","MI:0113","unspecified role","MI:0499","bait","MI:0496","western blot","MI:0113","2014/10/16",,
"23294","figure legend:4B|comment:Alpha-tubulin was also precipitated.|full coverage:Only protein-protein interactions|curation depth:imex curation","Hauge et al. (2009)",,,"0.4","2013/04/30","anti bait coimmunoprecipitation","MI:0006","human-hep_g2|Homo sapiens hepatocellular carcinoma","9606|9606","EBI-6661840","physical association","P31749 (EBI-6661840) Q1W6H9","false","physical association","imex|pubmed","IM-20532|19698782","false","EBI-6661840","P31749 (EBI-6661840) Q1W6H9","unspecified role","MI:0499","psi-mi","prey","MI:0498","western blot","MI:0113","unspecified role","MI:0499","bait","MI:0496","western blot","MI:0113","2014/10/16",,
"23296","figure legend:Fig. 8|full coverage:Only protein-protein interactions|curation depth:imex curation","Ahn et al. (1997)",,,"0.58","2008/12/05","anti tag coimmunoprecipitation","MI:0007","ecoli|Escherichia coli","83333|83333","EBI-2125391","physical association","P03871 (EBI-2125391) P03871","false","physical association","pubmed|imex","9393716|IM-19585","false","EBI-2125391","P03871 (EBI-2125391) P03871","unspecified role","MI:0499","psi-mi","prey","MI:0498","anti tag western blot","MI:0705","unspecified role","MI:0499","bait","MI:0496","anti tag western blot","MI:0705","2014/10/16",,
"23297","figure legend:Fig. 9|full coverage:Only protein-protein interactions|curation depth:imex curation","Ahn et al. (1997)",,,"0.58","2008/12/05","pull down","MI:0096","in vitro|In vitro","-1|-1","EBI-2125479","physical association","P03871 (EBI-2125479) P03871","false","physical association","pubmed|imex","9393716|IM-19585","false","EBI-2125479","P03871 (EBI-2125479) P03871","unspecified role","MI:0499","psi-mi","bait","MI:0496","anti tag western blot","MI:0705","unspecified role","MI:0499","prey","MI:0498","anti tag western blot","MI:0705","2014/10/16",,
"23298","figure legend:Fig. A1|full coverage:Only protein-protein interactions|curation depth:imex curation","Ahn et al. (1997)",,,"0.58","2008/12/05","two hybrid","MI:0018","yeasx|Saccharomyces cerevisiae","4932|4932","EBI-2125518","physical association","P03871 (EBI-2125518) P03871","false","physical association","pubmed|imex","9393716|IM-19585","false","EBI-2125518","P03871 (EBI-2125518) P03871","unspecified role","MI:0499","psi-mi","prey","MI:0498","predetermined participant","MI:0396","unspecified role","MI:0499","bait","MI:0496","predetermined participant","MI:0396","2014/10/16",,
"23299","figure legend:Fig. A1|full coverage:Only protein-protein interactions|curation depth:imex curation","Ahn et al. (1997)",,,"0.58","2008/12/05","two hybrid","MI:0018","yeasx|Saccharomyces cerevisiae","4932|4932","EBI-2125534","physical association","P03871 (EBI-2125534) P03871","false","physical association","pubmed|imex","9393716|IM-19585","false","EBI-2125534","P03871 (EBI-2125534) P03871","unspecified role","MI:0499","psi-mi","bait","MI:0496","predetermined participant","MI:0396","unspecified role","MI:0499","prey","MI:0498","predetermined participant","MI:0396","2014/10/16",,
"23300","figure legend:Fig. A1|full coverage:Only protein-protein interactions|curation depth:imex curation","Ahn et al. (1997)",,,"0.58","2008/12/05","two hybrid","MI:0018","yeasx|Saccharomyces cerevisiae","4932|4932","EBI-2125575","physical association","P03871 (EBI-2125575) P03871","false","physical association","pubmed|imex","9393716|IM-19585","false","EBI-2125575","P03871 (EBI-2125575) P03871","unspecified role","MI:0499","psi-mi","prey","MI:0498","predetermined participant","MI:0396","unspecified role","MI:0499","bait","MI:0496","predetermined participant","MI:0396","2014/10/16",,
"23303","figure legend:Fig. 1|comment:\Heat shock protein SSA1 (P10591) was also identified as a minor contaminant\|full coverage:Only protein-protein interactions|curation depth:imex curation","Borggrefe et al. (2002)","spoke expansion","MI:1060","0.64","2008/07/16","tandem affinity purification","MI:0676","yeasx|Saccharomyces cerevisiae","4932|4932","EBI-1792921","association","P47821 (EBI-1792921) P25648","false","association","pubmed|imex","12200444|IM-20039","false","EBI-1792921","P47821 (EBI-1792921) P25648","unspecified role","MI:0499","psi-mi","bait","MI:0496","Identification by mass spectrometry","MI:0427","unspecified role","MI:0499","prey","MI:0498","Identification by mass spectrometry","MI:0427","2014/10/16",,
"23305","figure legend:Fig. 1|comment:\Heat shock protein SSA1 (P10591) was also identified as a minor contaminant\|full coverage:Only protein-protein interactions|curation depth:imex curation","Borggrefe et al. (2002)","spoke expansion","MI:1060","0.35","2008/07/16","tandem affinity purification","MI:0676","yeasx|Saccharomyces cerevisiae","4932|4932","EBI-1792921","association","P47821 (EBI-1792921) P38931","false","association","pubmed|imex","12200444|IM-20039","false","EBI-1792921","P47821 (EBI-1792921) P38931","unspecified role","MI:0499","psi-mi","bait","MI:0496","Identification by mass spectrometry","MI:0427","unspecified role","MI:0499","prey","MI:0498","Identification by mass spectrometry","MI:0427","2014/10/16",,
"23307","figure legend:Fig. 1|comment:\Heat shock protein SSA1 (P10591) was also identified as a minor contaminant\|full coverage:Only protein-protein interactions|curation depth:imex curation","Borggrefe et al. (2002)","spoke expansion","MI:1060","0.35","2008/07/16","tandem affinity purification","MI:0676","yeasx|Saccharomyces cerevisiae","4932|4932","EBI-1792921","association","P47821 (EBI-1792921) P39073","false","association","pubmed|imex","12200444|IM-20039","false","EBI-1792921","P47821 (EBI-1792921) P39073","unspecified role","MI:0499","psi-mi","bait","MI:0496","Identification by mass spectrometry","MI:0427","unspecified role","MI:0499","prey","MI:0498","Identification by mass spectrometry","MI:0427","2014/10/16",,
"23310","figure legend:Fig. 1 and table 1|full coverage:Only protein-protein interactions|curation depth:imex curation","Schafer et al. (2003)","spoke expansion","MI:1060","0.53","2007/11/08","tandem affinity purification","MI:0676","yeasx|Saccharomyces cerevisiae","4932|4932","EBI-1553612","association","P38333 (EBI-1553612) Q12460","false","association","pubmed|imex","12628929|IM-19172","false","EBI-1553612","P38333 (EBI-1553612) Q12460","unspecified role","MI:0499","psi-mi","bait","MI:0496","peptide massfingerprinting","MI:0082","unspecified role","MI:0499","prey","MI:0498","peptide massfingerprinting","MI:0082","2014/10/16",,
"23311","figure legend:Fig. 1 and table 1|comment:Whole cell extracts were subjected to sucrose gravity gradient centrifugation to separate the 90S pre-ribosome.|full coverage:Only protein-protein interactions|curation depth:imex curation","Schafer et al. (2003)","spoke expansion","MI:1060","0.53","2007/11/08","tandem affinity purification","MI:0676","yeasx|Saccharomyces cerevisiae","4932|4932","EBI-1558923","association","P38333 (EBI-1558923) Q12460","false","association","pubmed|imex","12628929|IM-19172","false","EBI-1558923","P38333 (EBI-1558923) Q12460","unspecified role","MI:0499","psi-mi","bait","MI:0496","peptide massfingerprinting","MI:0082","unspecified role","MI:0499","prey","MI:0498","peptide massfingerprinting","MI:0082","2014/10/16",,
"23314","figure legend:Fig. 1A, 4B|full coverage:Only protein-protein interactions|curation depth:imex curation","Linder et al. (2004)","spoke expansion","MI:1060","0.81","2007/09/18","tandem affinity purification","MI:0676","yeasx|Saccharomyces cerevisiae","4932|4932","EBI-1532892","association","P38304 (EBI-1532892) P32585","false","association","pubmed|imex","15356001|IM-19742","false","EBI-1532892","P38304 (EBI-1532892) P32585","unspecified role","MI:0499","psi-mi","bait","MI:0496","western blot","MI:0113","unspecified role","MI:0499","prey","MI:0498","western blot","MI:0113","2014/10/16",,
"23317","figure legend:2|full coverage:Only protein-protein interactions|curation depth:imex curation","Linder et al. (2004)","spoke expansion","MI:1060","0.59","2007/09/18","ion exchange chromatography","MI:0226","schpm|Schizosaccharomyces pombe","4896|4896","EBI-1533064","physical association","P87306 (EBI-1533064) Q10477","false","physical association","pubmed|imex","15356001|IM-19742","false","EBI-1533064","P87306 (EBI-1533064) Q10477","unspecified role","MI:0499","psi-mi","neutral component","MI:0497","western blot","MI:0113","unspecified role","MI:0499","neutral component","MI:0497","western blot","MI:0113","2014/10/16",,
"23319","figure legend:2|full coverage:Only protein-protein interactions|curation depth:imex curation","Linder et al. (2004)","spoke expansion","MI:1060","0.4","2007/09/18","ion exchange chromatography","MI:0226","schpm|Schizosaccharomyces pombe","4896|4896","EBI-1533064","physical association","P87306 (EBI-1533064) Q9USH1","false","physical association","pubmed|imex","15356001|IM-19742","false","EBI-1533064","P87306 (EBI-1533064) Q9USH1","unspecified role","MI:0499","psi-mi","neutral component","MI:0497","western blot","MI:0113","unspecified role","MI:0499","neutral component","MI:0497","western blot","MI:0113","2014/10/16",,
"23321","figure legend:Fig 1A, 1B|full coverage:Only protein-protein interactions|curation depth:imex curation","Spahr et al. (2001)","spoke expansion","MI:1060","0.59","2007/09/19","chromatography technology","MI:0091","schpm|Schizosaccharomyces pombe","4896|4896","EBI-1533334","physical association","P87310 (EBI-1533334) P87306","false","physical association","pubmed|imex","11572939|IM-19744","false","EBI-1533334","P87310 (EBI-1533334) P87306","unspecified role","MI:0499","psi-mi","neutral component","MI:0497","molecular weight estimation by silver staining","MI:0817","unspecified role","MI:0499","neutral component","MI:0497","molecular weight estimation by silver staining","MI:0817","2014/10/16",,"GO:0000119"
"23323","figure legend:Fig 1A, 1B|full coverage:Only protein-protein interactions|curation depth:imex curation","Spahr et al. (2001)","spoke expansion","MI:1060","0.4","2007/09/19","chromatography technology","MI:0091","schpm|Schizosaccharomyces pombe","4896|4896","EBI-1533334","physical association","P87310 (EBI-1533334) O94376","false","physical association","pubmed|imex","11572939|IM-19744","false","EBI-1533334","P87310 (EBI-1533334) O94376","unspecified role","MI:0499","psi-mi","neutral component","MI:0497","molecular weight estimation by silver staining","MI:0817","unspecified role","MI:0499","neutral component","MI:0497","molecular weight estimation by silver staining","MI:0817","2014/10/16",,"GO:0000119"
"23325","figure legend:Fig 1A, 1B|full coverage:Only protein-protein interactions|curation depth:imex curation","Spahr et al. (2001)","spoke expansion","MI:1060","0.4","2007/09/19","chromatography technology","MI:0091","schpm|Schizosaccharomyces pombe","4896|4896","EBI-1533334","physical association","P87310 (EBI-1533334) O14010","false","physical association","pubmed|imex","11572939|IM-19744","false","EBI-1533334","P87310 (EBI-1533334) O14010","unspecified role","MI:0499","psi-mi","neutral component","MI:0497","molecular weight estimation by silver staining","MI:0817","unspecified role","MI:0499","neutral component","MI:0497","molecular weight estimation by silver staining","MI:0817","2014/10/16",,"GO:0000119"
"23326","figure legend:Table 1|full coverage:Only protein-protein interactions|curation depth:imex curation","Spahr et al. (2001)","spoke expansion","MI:1060","0.59","2007/09/19","chromatography technology","MI:0091","schpm|Schizosaccharomyces pombe","4896|4896","EBI-1533528","physical association","P87310 (EBI-1533528) P87306","false","physical association","pubmed|imex","11572939|IM-19744","false","EBI-1533528","P87310 (EBI-1533528) P87306","unspecified role","MI:0499","psi-mi","neutral component","MI:0497","peptide massfingerprinting","MI:0082","unspecified role","MI:0499","neutral component","MI:0497","peptide massfingerprinting","MI:0082","2014/10/16",,"GO:0000119"
"23327","figure legend:Table 1|full coverage:Only protein-protein interactions|curation depth:imex curation","Spahr et al. (2001)","spoke expansion","MI:1060","0.4","2007/09/19","chromatography technology","MI:0091","schpm|Schizosaccharomyces pombe","4896|4896","EBI-1533528","physical association","P87310 (EBI-1533528) O94376","false","physical association","pubmed|imex","11572939|IM-19744","false","EBI-1533528","P87310 (EBI-1533528) O94376","unspecified role","MI:0499","psi-mi","neutral component","MI:0497","peptide massfingerprinting","MI:0082","unspecified role","MI:0499","neutral component","MI:0497","peptide massfingerprinting","MI:0082","2014/10/16",,"GO:0000119"
"23328","figure legend:Table 1|full coverage:Only protein-protein interactions|curation depth:imex curation","Spahr et al. (2001)","spoke expansion","MI:1060","0.4","2007/09/19","chromatography technology","MI:0091","schpm|Schizosaccharomyces pombe","4896|4896","EBI-1533528","physical association","P87310 (EBI-1533528) O14010","false","physical association","pubmed|imex","11572939|IM-19744","false","EBI-1533528","P87310 (EBI-1533528) O14010","unspecified role","MI:0499","psi-mi","neutral component","MI:0497","peptide massfingerprinting","MI:0082","unspecified role","MI:0499","neutral component","MI:0497","peptide massfingerprinting","MI:0082","2014/10/16",,"GO:0000119"
"23329","figure legend:Fig 2A|full coverage:Only protein-protein interactions|curation depth:imex curation","Spahr et al. (2001)","spoke expansion","MI:1060","0.59","2007/09/19","chromatography technology","MI:0091","schpm|Schizosaccharomyces pombe","4896|4896","EBI-1533562","physical association","P87310 (EBI-1533562) P87306","false","physical association","pubmed|imex","11572939|IM-19744","false","EBI-1533562","P87310 (EBI-1533562) P87306","unspecified role","MI:0499","psi-mi","neutral component","MI:0497","western blot","MI:0113","unspecified role","MI:0499","neutral component","MI:0497","western blot","MI:0113","2014/10/16",,"GO:0000119"
